,ID,Name,Subsystem,Reaction,Readable reaction,Lower bound,Upper bound,Reversibility,Boundary,Genes,EC,KEGG,BiGG,VMH
2022,MAR01234,,Leukotriene metabolism,MAM00257c + MAM02039c + MAM02555c + MAM02630c --> MAM00597c + MAM02040c + MAM02554c,"10,11-dihydro-LTB4 [c] + H+ [c] + NADPH [c] + O2 [c] --> 20-OH-10,11-dihydro-LTB4 [c] + H2O [c] + NADP+ [c]",0.0,1000.0,False,False,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,1.14.13.30,,,
2023,MAR01235,,Leukotriene metabolism,MAM00257r + MAM02039r + MAM02555r + MAM02630r --> MAM00597r + MAM02040r + MAM02554r,"10,11-dihydro-LTB4 [r] + H+ [r] + NADPH [r] + O2 [r] --> 20-OH-10,11-dihydro-LTB4 [r] + H2O [r] + NADP+ [r]",0.0,1000.0,False,False,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,1.14.13.30,,,
2024,MAR01236,,Leukotriene metabolism,MAM00597c + MAM02039c + MAM02555c + MAM02630c --> MAM00255c + MAM02040c + MAM02554c,"20-OH-10,11-dihydro-LTB4 [c] + H+ [c] + NADPH [c] + O2 [c] --> 10,11-dihydro-20-dihydroxy-LTB4 [c] + H2O [c] + NADP+ [c]",0.0,1000.0,False,False,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,1.14.13.30,,,RE3436C
2025,MAR01237,,Leukotriene metabolism,MAM00597r + MAM02039r + MAM02555r + MAM02630r --> MAM00255r + MAM02040r + MAM02554r,"20-OH-10,11-dihydro-LTB4 [r] + H+ [r] + NADPH [r] + O2 [r] --> 10,11-dihydro-20-dihydroxy-LTB4 [r] + H2O [r] + NADP+ [r]",0.0,1000.0,False,False,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,1.14.13.30,,,RE3436R
2026,MAR01238,,Leukotriene metabolism,MAM00255c + MAM02039c + MAM02555c + MAM02630c --> MAM00256c + MAM02040c + MAM02554c,"10,11-dihydro-20-dihydroxy-LTB4 [c] + H+ [c] + NADPH [c] + O2 [c] --> 10,11-dihydro-20-trihydroxy-LTB4 [c] + H2O [c] + NADP+ [c]",0.0,1000.0,False,False,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,1.14.13.30,,,RE3435C
2027,MAR01239,,Leukotriene metabolism,MAM00255r + MAM02039r + MAM02555r + MAM02630r --> MAM00256r + MAM02040r + MAM02554r,"10,11-dihydro-20-dihydroxy-LTB4 [r] + H+ [r] + NADPH [r] + O2 [r] --> 10,11-dihydro-20-trihydroxy-LTB4 [r] + H2O [r] + NADP+ [r]",0.0,1000.0,False,False,ENSG00000171903 or ENSG00000171954 or ENSG00000186115 or ENSG00000186526 or ENSG00000186529,1.14.13.30,,,RE3435R
2028,MAR01241,,Leukotriene metabolism,MAM00256c <=> MAM00583c + MAM02039c + MAM02040c,"10,11-dihydro-20-trihydroxy-LTB4 [c] <=> 20-COOH-10,11-dihydro-LTB4 [c] + H+ [c] + H2O [c]",-1000.0,1000.0,True,False,,,,,RE3437C
2029,MAR01244,,Leukotriene metabolism,MAM00583c + MAM02554c --> MAM00585c + MAM02039c + MAM02555c,"20-COOH-10,11-dihydro-LTB4 [c] + NADP+ [c] --> 20-COOH-LTB4 [c] + H+ [c] + NADPH [c]",0.0,1000.0,False,False,ENSG00000157326 or ENSG00000159228 or ENSG00000159231,1.1.1.184,,,RE3597C
2030,MAR01245,,Leukotriene metabolism,MAM00583m + MAM02554m --> MAM00585m + MAM02039m + MAM02555m,"20-COOH-10,11-dihydro-LTB4 [m] + NADP+ [m] --> 20-COOH-LTB4 [m] + H+ [m] + NADPH [m]",0.0,1000.0,False,False,ENSG00000157326 or ENSG00000159228 or ENSG00000159231,1.1.1.184,,,RE3597M
2031,MAR01246,,Leukotriene metabolism,MAM00583x + MAM02554x --> MAM00585x + MAM02039x + MAM02555x,"20-COOH-10,11-dihydro-LTB4 [x] + NADP+ [x] --> 20-COOH-LTB4 [x] + H+ [x] + NADPH [x]",0.0,1000.0,False,False,ENSG00000157326 or ENSG00000159228 or ENSG00000159231,1.1.1.184,,,RE3597X
2032,MAR01247,,Leukotriene metabolism,MAM00585m + MAM01597m + MAM01802m + MAM02040m + MAM02552m --> MAM00424m + MAM01261m + MAM01803m + MAM02039m + MAM02553m,20-COOH-LTB4 [m] + CoA [m] + FAD [m] + H2O [m] + NAD+ [m] --> 18-COOH-LTB4 [m] + acetyl-CoA [m] + FADH2 [m] + H+ [m] + NADH [m],0.0,1000.0,False,False,,,,,HMR_1247
2033,MAR01248,,Leukotriene metabolism,MAM00585c + MAM01371c + MAM01597c --> MAM00582c + MAM01334c + MAM02759c,20-COOH-LTB4 [c] + ATP [c] + CoA [c] --> 20-CoA-20-oxo-LTB4 [c] + AMP [c] + PPi [c],0.0,1000.0,False,False,ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142,6.2.1.3,,,RE3562C
2034,MAR01249,,Leukotriene metabolism,MAM00585m + MAM01371m + MAM01597m --> MAM00582m + MAM01334m + MAM02759m,20-COOH-LTB4 [m] + ATP [m] + CoA [m] --> 20-CoA-20-oxo-LTB4 [m] + AMP [m] + PPi [m],0.0,1000.0,False,False,ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142,6.2.1.3,,,RE3562M
