,ID,Name,Subsystem,Reaction,Readable reaction,Lower bound,Upper bound,Reversibility,Boundary,Genes,EC,KEGG,BiGG,VMH
12743,MAR10083,Exchange of taurohyocholic acid,Exchange/demand reactions,MAM10026e <=> ,taurohyocholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12744,MAR10084,Exchange of glycohyocholic acid,Exchange/demand reactions,MAM10027e <=> ,glycohyocholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12745,MAR10085,Exchange of glycohyodeoxycholic acid,Exchange/demand reactions,MAM10028e <=> ,glycohyodeoxycholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12746,MAR10086,Exchange of glycodehydrocholic acid,Exchange/demand reactions,MAM10029e <=> ,glycodehydrocholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12747,MAR10087,Exchange of hyocholic acid,Exchange/demand reactions,MAM10030e <=> ,hyocholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12748,MAR10088,Exchange of tauro-omega-muricholic acid,Exchange/demand reactions,MAM10031e <=> ,tauro-omega-muricholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12749,MAR10089,Exchange of tauro-beta-muricholic acid,Exchange/demand reactions,MAM10032e <=> ,tauro-beta-muricholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12750,MAR10090,Exchange of murideoxycholic acid,Exchange/demand reactions,MAM10033e <=> ,murideoxycholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12751,MAR10091,Exchange of taurodehydrocholic acid,Exchange/demand reactions,MAM10034e <=> ,taurodehydrocholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12752,MAR10092,,Bile acid biosynthesis,MAM02040c + MAM10035c --> MAM01597c + MAM02039c + MAM10021c,H2O [c] + alpha-muricholoyl-CoA [c] --> CoA [c] + H+ [c] + alpha-muricholic acid [c],0.0,1000.0,False,False,,,,,
12753,MAR10093,,Bile acid biosynthesis,MAM02961c + MAM10035c --> MAM01597c + MAM02039c + MAM10024c,taurine [c] + alpha-muricholoyl-CoA [c] --> CoA [c] + H+ [c] + tauro-alpha-muricholic acid [c],0.0,1000.0,False,False,,,,,
12754,MAR10094,,Bile acid biosynthesis,MAM01371c + MAM01597c + MAM10022c --> MAM01334c + MAM02759c + MAM10036c,ATP [c] + CoA [c] + beta-muricholic acid [c] --> AMP [c] + PPi [c] + beta-muricholoyl-CoA [c],0.0,1000.0,False,False,,6.2.1.7,,,
12755,MAR10095,,Bile acid biosynthesis,MAM02040c + MAM10036c --> MAM01597c + MAM02039c + MAM10022c,H2O [c] + beta-muricholoyl-CoA [c] --> CoA [c] + H+ [c] + beta-muricholic acid [c],0.0,1000.0,False,False,,,,,
12756,MAR10096,,Bile acid biosynthesis,MAM02961c + MAM10036c --> MAM01597c + MAM02039c + MAM10032c,taurine [c] + beta-muricholoyl-CoA [c] --> CoA [c] + H+ [c] + tauro-beta-muricholic acid [c],0.0,1000.0,False,False,,,,,
12757,MAR10097,,Bile acid biosynthesis,MAM01371c + MAM01597c + MAM10025c --> MAM01334c + MAM02759c + MAM10037c,ATP [c] + CoA [c] + omega-muricholic acid [c] --> AMP [c] + PPi [c] + omega-muricholoyl-CoA [c],0.0,1000.0,False,False,,6.2.1.7,,,
12758,MAR10098,,Bile acid biosynthesis,MAM02040c + MAM10037c --> MAM01597c + MAM02039c + MAM10025c,H2O [c] + omega-muricholoyl-CoA [c] --> CoA [c] + H+ [c] + omega-muricholic acid [c],0.0,1000.0,False,False,,,,,
12759,MAR10099,,Bile acid biosynthesis,MAM02961c + MAM10037c --> MAM01597c + MAM02039c + MAM10031c,taurine [c] + omega-muricholoyl-CoA [c] --> CoA [c] + H+ [c] + tauro-omega-muricholic acid [c],0.0,1000.0,False,False,,,,,
12760,MAR10100,,Transport reactions,MAM01371c + MAM02040c + MAM10034c --> MAM01285c + MAM02039c + MAM02751c + MAM10034e,ATP [c] + H2O [c] + taurodehydrocholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + taurodehydrocholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12761,MAR10101,,Transport reactions,MAM01371c + MAM02040c + MAM10026c --> MAM01285c + MAM02039c + MAM02751c + MAM10026e,ATP [c] + H2O [c] + taurohyocholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + taurohyocholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12762,MAR10102,,Transport reactions,MAM01371c + MAM02040c + MAM10027c --> MAM01285c + MAM02039c + MAM02751c + MAM10027e,ATP [c] + H2O [c] + glycohyocholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + glycohyocholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12763,MAR10103,,Transport reactions,MAM01371c + MAM02040c + MAM10030c --> MAM01285c + MAM02039c + MAM02751c + MAM10030e,ATP [c] + H2O [c] + hyocholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + hyocholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12764,MAR10104,,Transport reactions,MAM01371c + MAM02040c + MAM10033c --> MAM01285c + MAM02039c + MAM02751c + MAM10033e,ATP [c] + H2O [c] + murideoxycholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + murideoxycholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12765,MAR10105,,Bile acid biosynthesis,MAM01371c + MAM01597c + MAM10030c --> MAM01334c + MAM02759c + MAM10038c,ATP [c] + CoA [c] + hyocholic acid [c] --> AMP [c] + PPi [c] + hyocholoyl-CoA [c],0.0,1000.0,False,False,,6.2.1.7,,,
12766,MAR10106,,Bile acid biosynthesis,MAM02040c + MAM10038c --> MAM01597c + MAM02039c + MAM10030c,H2O [c] + hyocholoyl-CoA [c] --> CoA [c] + H+ [c] + hyocholic acid [c],0.0,1000.0,False,False,,,,,
12767,MAR10107,,Bile acid biosynthesis,MAM02961c + MAM10038c --> MAM01597c + MAM02039c + MAM10026c,taurine [c] + hyocholoyl-CoA [c] --> CoA [c] + H+ [c] + taurohyocholic acid [c],0.0,1000.0,False,False,,,,,
12768,MAR10108,,Bile acid biosynthesis,MAM01986c + MAM10038c --> MAM01597c + MAM02039c + MAM10027c,glycine [c] + hyocholoyl-CoA [c] --> CoA [c] + H+ [c] + glycohyocholic acid [c],0.0,1000.0,False,False,,,,,
12769,MAR10109,,Transport reactions,MAM01371c + MAM02040c + MAM10029c --> MAM01285c + MAM02039c + MAM02751c + MAM10029e,ATP [c] + H2O [c] + glycodehydrocholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + glycodehydrocholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12770,MAR10110,,Transport reactions,MAM01371c + MAM02040c + MAM10023c --> MAM01285c + MAM02039c + MAM02751c + MAM10023e,ATP [c] + H2O [c] + dehydrocholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + dehydrocholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12771,MAR10111,,Bile acid biosynthesis,MAM01371c + MAM01597c + MAM10023c --> MAM01334c + MAM02759c + MAM10039c,ATP [c] + CoA [c] + dehydrocholic acid [c] --> AMP [c] + PPi [c] + dehydrocholoyl-CoA [c],0.0,1000.0,False,False,,6.2.1.7,,,
12772,MAR10112,,Bile acid biosynthesis,MAM02040c + MAM10039c --> MAM01597c + MAM02039c + MAM10023c,H2O [c] + dehydrocholoyl-CoA [c] --> CoA [c] + H+ [c] + dehydrocholic acid [c],0.0,1000.0,False,False,,,,,
12773,MAR10113,,Bile acid biosynthesis,MAM02961c + MAM10039c --> MAM01597c + MAM02039c + MAM10034c,taurine [c] + dehydrocholoyl-CoA [c] --> CoA [c] + H+ [c] + taurodehydrocholic acid [c],0.0,1000.0,False,False,,,,,
12774,MAR10114,,Bile acid biosynthesis,MAM01986c + MAM10039c --> MAM01597c + MAM02039c + MAM10029c,glycine [c] + dehydrocholoyl-CoA [c] --> CoA [c] + H+ [c] + glycodehydrocholic acid [c],0.0,1000.0,False,False,,,,,
12775,MAR10115,,Transport reactions,MAM01371c + MAM02040c + MAM10032c --> MAM01285c + MAM02039c + MAM02751c + MAM10032e,ATP [c] + H2O [c] + tauro-beta-muricholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + tauro-beta-muricholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12776,MAR10116,"5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate carboxy-lyase [(S)-allantoin-forming]",Purine metabolism,MAM02039c + MAM10018c --> MAM01313c + MAM01596c,"H+ [c] + 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate [c] --> allantoin [c] + CO2 [c]",0.0,1000.0,False,False,ENSG00000183463,4.1.1.97,R06604,,
12777,MAR10117,,Transport reactions,MAM01371c + MAM02040c + MAM10031c --> MAM01285c + MAM02039c + MAM02751c + MAM10031e,ATP [c] + H2O [c] + tauro-omega-muricholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + tauro-omega-muricholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12778,MAR10118,,Transport reactions,2.0 MAM02519e + MAM10025e --> 2.0 MAM02519c + MAM10025c,2.0 Na+ [e] + omega-muricholic acid [e] --> 2.0 Na+ [c] + omega-muricholic acid [c],0.0,1000.0,False,False,ENSG00000100652,,,,
12779,MAR10119,,Transport reactions,2.0 MAM02519e + MAM10030e --> 2.0 MAM02519c + MAM10030c,2.0 Na+ [e] + hyocholic acid [e] --> 2.0 Na+ [c] + hyocholic acid [c],0.0,1000.0,False,False,ENSG00000100652,,,,
12780,MAR10120,,Transport reactions,2.0 MAM02519e + MAM10023e --> 2.0 MAM02519c + MAM10023c,2.0 Na+ [e] + dehydrocholic acid [e] --> 2.0 Na+ [c] + dehydrocholic acid [c],0.0,1000.0,False,False,ENSG00000100652,,,,
12781,MAR10121,,Bile acid biosynthesis,MAM01371c + MAM01597c + MAM02155c --> MAM01334c + MAM02039c + MAM02759c + MAM10040c,ATP [c] + CoA [c] + hyodeoxycholate [c] --> AMP [c] + H+ [c] + PPi [c] + hyodeoxycholoyl-CoA [c],0.0,1000.0,False,False,,6.2.1.7,,,
12782,MAR10122,,Bile acid biosynthesis,MAM02040c + MAM10040c --> MAM01597c + MAM02155c,H2O [c] + hyodeoxycholoyl-CoA [c] --> CoA [c] + hyodeoxycholate [c],0.0,1000.0,False,False,,,,,
12783,MAR10123,,Bile acid biosynthesis,MAM02961c + MAM10040c --> MAM01597c + MAM02039c + MAM10041c,taurine [c] + hyodeoxycholoyl-CoA [c] --> CoA [c] + H+ [c] + tauro-hyodeoxycholic acid [c],0.0,1000.0,False,False,,,,,
12784,MAR10124,,Bile acid biosynthesis,MAM01986c + MAM10040c --> MAM01597c + MAM02039c + MAM10028c,glycine [c] + hyodeoxycholoyl-CoA [c] --> CoA [c] + H+ [c] + glycohyodeoxycholic acid [c],0.0,1000.0,False,False,,,,,
12785,MAR10125,,Transport reactions,MAM01371c + MAM02040c + MAM10041c --> MAM01285c + MAM02039c + MAM02751c + MAM10041e,ATP [c] + H2O [c] + tauro-hyodeoxycholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + tauro-hyodeoxycholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12786,MAR10126,,Transport reactions,MAM01371c + MAM02040c + MAM10028c --> MAM01285c + MAM02039c + MAM02751c + MAM10028e,ATP [c] + H2O [c] + glycohyodeoxycholic acid [c] --> ADP [c] + H+ [c] + Pi [c] + glycohyodeoxycholic acid [e],0.0,1000.0,False,False,ENSG00000073734 or ENSG00000108846,,,,
12787,MAR10127,,Transport reactions,2.0 MAM02519e + MAM10041e --> 2.0 MAM02519c + MAM10041c,2.0 Na+ [e] + tauro-hyodeoxycholic acid [e] --> 2.0 Na+ [c] + tauro-hyodeoxycholic acid [c],0.0,1000.0,False,False,ENSG00000100652,,,,
12788,MAR10128,,Bile acid biosynthesis,MAM01371c + MAM01597c + MAM03129c --> MAM01334c + MAM02759c + MAM10042c,ATP [c] + CoA [c] + ursodeoxycholate [c] --> AMP [c] + PPi [c] + ursodeoxycholoyl-CoA [c],0.0,1000.0,False,False,,,,,
12789,MAR10129,,Bile acid biosynthesis,MAM02040c + MAM10042c --> MAM01597c + MAM02039c + MAM03129c,H2O [c] + ursodeoxycholoyl-CoA [c] --> CoA [c] + H+ [c] + ursodeoxycholate [c],0.0,1000.0,False,False,,,,,
12790,MAR10130,,Bile acid biosynthesis,MAM02961c + MAM10042c --> MAM01597c + MAM02966c,taurine [c] + ursodeoxycholoyl-CoA [c] --> CoA [c] + tauroursodeoxycholate [c],0.0,1000.0,False,False,,,,,
12791,MAR10131,,Bile acid biosynthesis,MAM01986c + MAM10042c --> MAM01597c + MAM02004c,glycine [c] + ursodeoxycholoyl-CoA [c] --> CoA [c] + glycoursodeoxycholate [c],0.0,1000.0,False,False,,,,,
12792,MAR10132,Exchange of tauro-hyodeoxycholic acid,Exchange/demand reactions,MAM10041e <=> ,tauro-hyodeoxycholic acid [e] <=> ,-1000.0,1000.0,True,True,,,,,
12793,MAR13083,,Metabolism of other amino acids,MAM02039c + MAM02157c + MAM02553c + MAM02630c --> MAM02040c + MAM02552c + MAM02961c,H+ [c] + hypotaurine [c] + NADH [c] + O2 [c] --> H2O [c] + NAD+ [c] + taurine [c],0.0,1000.0,False,False,ENSG00000010932,,,,
12794,MAR13084,,Transport reactions,MAM01639c <=> MAM01639n,dAMP [c] <=> dAMP [n],-1000.0,1000.0,True,False,,,,,
12795,MAR13085,,Transport reactions,MAM01686c <=> MAM01686n,dGMP [c] <=> dGMP [n],-1000.0,1000.0,True,False,,,,,
12796,MAR13086,,Transport reactions,MAM02847n --> MAM02847c,RNA [n] --> RNA [c],0.0,1000.0,False,False,ENSG00000030066 and ENSG00000047410 and ENSG00000058804 and ENSG00000069248 and ENSG00000075188 and ENSG00000085415 and ENSG00000093000 and ENSG00000094914 and ENSG00000095319 and ENSG00000101146 and ENSG00000102900 and ENSG00000108559 and ENSG00000110713 and ENSG00000111581 and ENSG00000113569 and ENSG00000119392 and ENSG00000120253 and ENSG00000124789 and ENSG00000125450 and ENSG00000126883 and ENSG00000132182 and ENSG00000136243 and ENSG00000138750 and ENSG00000139496 and ENSG00000153201 and ENSG00000153207 and ENSG00000155561 and ENSG00000157020 and ENSG00000157349 and ENSG00000163002 and ENSG00000196313 and ENSG00000213024,,,,
12797,MAR13087,,C5-branched dibasic acid metabolism,MAM01580m + MAM02039m --> MAM01596m + MAM02191m,cis-aconitate [m] + H+ [m] --> CO2 [m] + itaconate [m],0.0,1000.0,False,False,ENSG00000102794,4.1.1.6,R02243,,
12798,MAR20001,MAR20001,Retinol metabolism,MAM02552n + MAM20001n --> MAM02039n + MAM02553n + MAM20002n,NAD+ [n] + retinol [n] --> H+ [n] + NADH [n] + retinal [n],0.0,1000.0,False,False,ENSG00000198099,1.1.1.105,R02124,"HMR_6633, RDH1, R_HMR_6633, R_RDH1, R_TRETINOLOR1, TRETINOLOR1",
12799,MAR20003,MAR20003,Retinol metabolism,MAM01232n + MAM02552n --> MAM01230n + MAM02039n + MAM02553n,9-cis-retinol [n] + NAD+ [n] --> 9-cis-retinal [n] + H+ [n] + NADH [n],0.0,1000.0,False,False,ENSG00000198099,1.1.1.315,R08382,"RDH2, R_RDH2",
12800,MAR20005,MAR20005,Retinol metabolism,MAM02040n + MAM02552n + MAM20003n --> 2.0 MAM02039n + MAM02553n + MAM20004n,"H2O [n] + NAD+ [n] + 20-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoate [n] --> 2.0 H+ [n] + NADH [n] + (5Z,8Z,11Z,14Z)-eicosatetraenedioate [n]",0.0,1000.0,False,False,ENSG00000198099,,,,
12801,MAR20006,MAR20006,Retinol metabolism,MAM02040c + MAM02552c + MAM20005c --> 2.0 MAM02039c + MAM02553c + MAM20006c,"H2O [c] + NAD+ [c] + 20-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoate [c] --> 2.0 H+ [c] + NADH [c] + (5Z,8Z,11Z,14Z)-eicosatetraenedioate [c]",0.0,1000.0,False,False,ENSG00000198099 or ENSG00000197894,,,,
12802,MAR20007,MAR20007,Retinol metabolism,MAM00270n + MAM02552n --> MAM02039n + MAM02553n + MAM20003n,"10-HETE [n] + NAD+ [n] --> H+ [n] + NADH [n] + 20-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoate [n]",0.0,1000.0,False,False,ENSG00000198099,,,,
12803,MAR20008,MAR20008,Retinol metabolism,MAM00270c + MAM02552c --> MAM02039c + MAM02553c + MAM20005c,"10-HETE [c] + NAD+ [c] --> H+ [c] + NADH [c] + 20-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoate [c]",0.0,1000.0,False,False,ENSG00000198099 or ENSG00000197894,,,,
12804,MAR20009,MAR20009,Isolated,MAM02039n + MAM02553n + MAM20007n --> MAM02552n + MAM20008n,"H+ [n] + NADH [n] + 1,4-benzoquinone [n] --> NAD+ [n] + hydroquinone [n]",0.0,1000.0,False,False,ENSG00000198099,"1.1.1.328, 1.11.1.1, 1.6.5.2",,,
12805,MAR20010,MAR20010,Isolated,MAM02039c + MAM02553c + MAM20009c --> MAM02552c + MAM20010c,"H+ [c] + NADH [c] + 1,4-benzoquinone [c] --> NAD+ [c] + hydroquinone [c]",0.0,1000.0,False,False,ENSG00000198099,"1.1.1.328, 1.11.1.1, 1.6.5.2",,,
12806,MAR20011,MAR20011,Retinol metabolism,MAM02040n + MAM02552n + MAM20002n --> 2.0 MAM02039n + MAM02553n + MAM02833n,H2O [n] + NAD+ [n] + retinal [n] --> 2.0 H+ [n] + NADH [n] + retinoate [n],0.0,1000.0,False,False,ENSG00000184254,1.2.1.36,R02123,"HMR_6647, RADH, R_HMR_6647, R_RADH",
12807,MAR20013,MAR20013,Isolated,MAM01306m + MAM20011m --> MAM01253m + MAM20012m,AKG [m] + (S)-3-hydroxybutanoate [m] --> acetoacetate [m] + (R)-2-hydroxyglutarate [m],0.0,1000.0,False,False,ENSG00000147576,1.1.99.24,R03225,,
12808,MAR20016,MAR20016,Fatty acid metabolism,2.0 MAM02039c + MAM02553c + MAM02674c --> MAM02040c + MAM02113c + MAM02552c,2.0 H+ [c] + NADH [c] + palmitate [c] --> H2O [c] + hexadecanal [c] + NAD+ [c],0.0,1000.0,False,False,ENSG00000132746 or ENSG00000132746 or ENSG00000006534 or ENSG00000072210,1.2.1.48,R01704,"ALDD16, R_ALDD16",
12809,MAR20017,MAR20017,octane oxidation,MAM02040c + MAM02552c + MAM20013c --> 2.0 MAM02039c + MAM02553c + MAM02642c,H2O [c] + NAD+ [c] + octanal [c] --> 2.0 H+ [c] + NADH [c] + caprylate [c],0.0,1000.0,False,False,ENSG00000132746 or ENSG00000132746 or ENSG00000006534 or ENSG00000072210,"1.2.1.3, 1.2.1.48, 1.2.1.5",,"ALDD8, R_ALDD8",
12810,MAR20018,MAR20018, Arachidonic acid metabolism,MAM02554g + MAM20015g --> MAM02039g + MAM02555g + MAM20014g,"NADP+ [g] + 13,14-dihydro-15-oxo-prostaglandin E2 [g] --> H+ [g] + NADPH [g] + 15-oxoprostaglandin E2 [g]",0.0,1000.0,False,False,ENSG00000180011 or ENSG00000180011,1.3.1.48,R04557,,
12811,MAR20019,MAR20019, Arachidonic acid metabolism,MAM02554n + MAM20017n --> MAM02039n + MAM02555n + MAM20016n,"NADP+ [n] + 13,14-dihydro-15-oxo-prostaglandin E2 [n] --> H+ [n] + NADPH [n] + 15-oxoprostaglandin E2 [n]",0.0,1000.0,False,False,ENSG00000180011 or ENSG00000180011,1.3.1.48,R04557,,
12812,MAR20021,MAR20021,Fatty acid metabolism,MAM02457r + MAM02630r + MAM20019r --> MAM01828r + MAM02040r + MAM20018r,"mead acid [r] + O2 [r] + FMNH2 [r] --> FMN [r] + H2O [r] + 19-hydroxy-(5Z,8Z,11Z)-eicosatrienoate [r]",0.0,1000.0,False,False,ENSG00000130649,,,,
12813,MAR20022,MAR20022,Fatty acid metabolism,MAM02457i + MAM02630i + MAM20019i --> MAM01828i + MAM02040i + MAM20021i,"mead acid [i] + O2 [i] + FMNH2 [i] --> FMN [i] + H2O [i] + 19-hydroxy-(5Z,8Z,11Z)-eicosatrienoate [i]",0.0,1000.0,False,False,ENSG00000130649,,,,
12814,MAR20023,MAR20023,Fatty acid metabolism,MAM01784r + MAM02630r + MAM20019r --> MAM01828r + MAM02040r + MAM20024r,"EPA [r] + O2 [r] + FMNH2 [r] --> FMN [r] + H2O [r] + 19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate [r]",0.0,1000.0,False,False,ENSG00000130649,,,,
12815,MAR20024,MAR20024,Fatty acid metabolism,MAM01784i + MAM02630i + MAM20019i --> MAM01828i + MAM02040i + MAM20025i,"EPA [i] + O2 [i] + FMNH2 [i] --> FMN [i] + H2O [i] + 19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate [i]",0.0,1000.0,False,False,ENSG00000130649,,,,
12816,MAR20025,MAR20025,Fatty acid metabolism,MAM01689r + MAM02630r + MAM20019r --> MAM01828r + MAM02040r + MAM20026r,"DHA [r] + O2 [r] + FMNH2 [r] --> FMN [r] + H2O [r] + 21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate [r]",0.0,1000.0,False,False,ENSG00000130649,,,,
12817,MAR20026,MAR20026,Fatty acid metabolism,MAM01689i + MAM02630i + MAM20019i --> MAM01828i + MAM02040i + MAM20027i,"DHA [i] + O2 [i] + FMNH2 [i] --> FMN [i] + H2O [i] + 21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate [i]",0.0,1000.0,False,False,ENSG00000130649,,,,
12818,MAR20027,MAR20027,Fatty acid metabolism,MAM02344r + MAM02630r + MAM20019r --> MAM01828r + MAM02040r + MAM20028r,laurate [r] + O2 [r] + FMNH2 [r] --> FMN [r] + H2O [r] + 11-hydroxydodecanoate [r],0.0,1000.0,False,False,ENSG00000130649,,,,
12819,MAR20028,MAR20028,Fatty acid metabolism,MAM02344i + MAM02630i + MAM20019i --> MAM01828i + MAM02040i + MAM20029i,laurate [i] + O2 [i] + FMNH2 [i] --> FMN [i] + H2O [i] + 11-hydroxydodecanoate [i],0.0,1000.0,False,False,ENSG00000130649,,,,
12820,MAR20029,MAR20029,Fatty acid metabolism,MAM02494r + MAM02630r + MAM20019r --> MAM01828r + MAM02040r + MAM20030r,myristate [r] + O2 [r] + FMNH2 [r] --> FMN [r] + H2O [r] + 13-hydroxytetradecanoate [r],0.0,1000.0,False,False,ENSG00000130649,,,,
12821,MAR20030,MAR20030,Fatty acid metabolism,MAM02494i + MAM02630i + MAM20019i --> MAM01828i + MAM02040i + MAM20031i,myristate [i] + O2 [i] + FMNH2 [i] --> FMN [i] + H2O [i] + 13-hydroxytetradecanoate [i],0.0,1000.0,False,False,ENSG00000130649,,,,
12822,MAR20031,MAR20031,Fatty acid metabolism,MAM02039r + MAM02555r + MAM02630r + MAM02754r --> MAM01019r + MAM02040r + MAM02554r,H+ [r] + NADPH [r] + O2 [r] + PNP [r] --> 4-nitrocatechol [r] + H2O [r] + NADP+ [r],0.0,1000.0,False,False,ENSG00000130649,1.14.13.n7,,"P4502E1, R_P4502E1",
12823,MAR20032,MAR20032,Fatty acid metabolism,MAM02039i + MAM02555i + MAM02630i + MAM02754i --> MAM01019i + MAM02040i + MAM02554i,H+ [i] + NADPH [i] + O2 [i] + PNP [i] --> 4-nitrocatechol [i] + H2O [i] + NADP+ [i],0.0,1000.0,False,False,ENSG00000130649,1.14.13.n7,,"P4502E1, R_P4502E1",
12824,MAR20033,MAR20033,Galactose metabolism,MAM01910n --> MAM20032n,galactose [n] --> beta-D-galactose [n],0.0,1000.0,False,False,ENSG00000143891,5.1.3.3,R10619,"GALM2, GALM2pp, R_GALM2, R_GALM2pp",
12825,MAR20034,MAR20034,Galactose metabolism,MAM01910c --> MAM20033c,galactose [c] --> beta-D-galactose [c],0.0,1000.0,False,False,ENSG00000143891,5.1.3.3,R10619,"GALM2, GALM2pp, R_GALM2, R_GALM2pp",
12826,MAR20035,MAR20035,Glycolysis / Gluconeogenesis,MAM20034n --> MAM01388n,alpha-D-glucose [n] --> beta-D-glucose [n],0.0,1000.0,False,False,ENSG00000143891,5.1.3.3,R01602,"A1E, GalMr, R_A1E, R_GalMr",
12827,MAR20036,MAR20036,Glycolysis / Gluconeogenesis,MAM20035c --> MAM01388c,alpha-D-glucose [c] --> beta-D-glucose [c],0.0,1000.0,False,False,ENSG00000143891,5.1.3.3,R01602,"A1E, GalMr, R_A1E, R_GalMr",
12828,MAR20037,MAR20037,Glycolysis / Gluconeogenesis,MAM02040c + MAM02554c + MAM20013c --> 2.0 MAM02039c + MAM02555c + MAM02642c,H2O [c] + NADP+ [c] + octanal [c] --> 2.0 H+ [c] + NADPH [c] + caprylate [c],0.0,1000.0,False,False,ENSG00000006534,"1.2.1.3, 1.2.1.5",,,
12829,MAR20038,MAR20038,Toluene degradation,MAM02040c + MAM02554c + MAM20036c --> MAM01380c + 2.0 MAM02039c + MAM02555c,H2O [c] + NADP+ [c] + benzaldehyde [c] --> benzoate [c] + 2.0 H+ [c] + NADPH [c],0.0,1000.0,False,False,ENSG00000006534,1.2.1.7,R01420,,
12830,MAR20039,MAR20039,Toluene degradation,MAM02040c + MAM02552c + MAM20036c --> MAM01380c + 2.0 MAM02039c + MAM02553c,H2O [c] + NAD+ [c] + benzaldehyde [c] --> benzoate [c] + 2.0 H+ [c] + NADH [c],0.0,1000.0,False,False,ENSG00000006534,1.2.1.28,R01419,"BZDH, R_BZDH",
12831,MAR20040,MAR20040,Glycolysis / Gluconeogenesis,MAM02040c + MAM02554c + MAM20037c --> 2.0 MAM02039c + MAM02120c + MAM02555c,H2O [c] + NADP+ [c] + hexanal [c] --> 2.0 H+ [c] + caproate [c] + NADPH [c],0.0,1000.0,False,False,ENSG00000006534,"1.2.1.3, 1.2.1.5",,,
12832,MAR20041,MAR20041,Glycolysis / Gluconeogenesis,MAM00988c + MAM02040c + MAM02554c --> 2.0 MAM02039c + MAM02555c + MAM20038c,4-hydroxy-2-nonenal [c] + H2O [c] + NADP+ [c] --> 2.0 H+ [c] + NADPH [c] + (E)-4-hydroxynon-2-enoate [c],0.0,1000.0,False,False,ENSG00000006534,,,,
12833,MAR20042,MAR20042,Glycolysis / Gluconeogenesis,MAM02040c + MAM02554c + MAM20040c --> 2.0 MAM02039c + MAM02555c + MAM20039c,H2O [c] + NADP+ [c] + (2E)-octenal [c] --> 2.0 H+ [c] + NADPH [c] + (2E)-octenoate [c],0.0,1000.0,False,False,ENSG00000006534,1.2.1.5,,,
12834,MAR20043,MAR20043,Glycolysis / Gluconeogenesis,MAM02040c + MAM02552c + MAM20040c --> 2.0 MAM02039c + MAM02553c + MAM20039c,H2O [c] + NAD+ [c] + (2E)-octenal [c] --> 2.0 H+ [c] + NADH [c] + (2E)-octenoate [c],0.0,1000.0,False,False,ENSG00000006534,,,,
12835,MAR20044,MAR20044,Isolated,MAM02152c + MAM02554c --> MAM01837c + MAM02039c + MAM02555c,hydroxymethylglutathione [c] + NADP+ [c] --> formylglutathione [c] + H+ [c] + NADPH [c],0.0,1000.0,False,False,ENSG00000197894,1.1.1.284,R07140,,
